Date,Index
2013-08-15,926.0
2013-08-14,928.0
2013-08-13,933.0
2013-08-12,940.0
2013-08-09,948.0
2013-08-08,962.0
2013-08-07,977.0
2013-08-06,992.0
2013-08-05,1009.0
2013-08-02,903.0
2013-08-01,1041.0
2013-07-31,1057.0
2013-07-30,1075.0
2013-07-29,1090.0
2013-07-26,1104.0
2013-07-25,1123.0
2013-07-24,1145.0
2013-07-23,1159.0
2013-07-22,1170.0
2013-07-19,1172.0
2013-07-18,1165.0
2013-07-17,1153.0
2013-07-16,1136.0
2013-07-15,1118.0
2013-07-12,1097.0
2013-07-11,1062.0
2013-07-10,1024.0
2013-07-09,1006.0
2013-07-08,1002.0
2013-07-05,1008.0
2013-07-04,1012.0
2013-07-03,1017.0
2013-07-02,1016.0
2013-07-01,1014.0
2013-06-28,1007.0
2013-06-27,994.0
2013-06-26,976.0
2013-06-25,959.0
2013-06-24,937.0
2013-06-21,927.0
2013-06-20,920.0
2013-06-19,909.0
2013-06-18,892.0
2013-06-17,878.0
2013-06-14,859.0
2013-06-13,833.0
2013-06-12,808.0
2013-06-11,777.0
2013-06-10,766.0
2013-06-07,764.0
2013-06-06,764.0
2013-06-05,768.0
2013-06-04,776.0
2013-06-03,786.0
2013-05-31,795.0
2013-05-30,806.0
2013-05-29,821.0
2013-05-28,838.0
2013-05-24,854.0
2013-05-23,863.0
2013-05-22,880.0
2013-05-21,899.0
2013-05-20,917.0
2013-05-17,930.0
2013-05-16,951.0
2013-05-15,974.0
2013-05-14,988.0
2013-05-13,993.0
2013-05-10,994.0
2013-05-09,995.0
2013-05-08,995.0
2013-05-07,999.0
2013-05-03,1006.0
2013-05-02,1010.0
2013-05-01,1018.0
2013-04-30,1028.0
2013-04-29,1058.0
2013-04-26,1082.0
2013-04-25,1121.0
2013-04-24,1165.0
2013-04-23,1193.0
2013-04-22,1202.0
2013-04-19,1196.0
2013-04-18,1180.0
2013-04-17,1167.0
2013-04-16,1143.0
2013-04-15,1125.0
2013-04-12,1112.0
2013-04-11,1095.0
2013-04-10,1080.0
2013-04-09,1077.0
2013-04-08,1084.0
2013-04-05,1094.0
2013-04-04,1106.0
2013-04-03,1129.0
2013-04-02,1155.0
2013-03-28,1176.0
2013-03-27,1191.0
2013-03-26,1204.0
2013-03-22,1208.0
2013-03-21,1202.0
2013-03-20,1190.0
2013-03-19,1184.0
2013-03-18,1172.0
2013-03-15,1162.0
2013-03-14,1147.0
2013-03-13,1138.0
2013-03-12,1131.0
2013-03-11,1128.0
2013-03-08,1124.0
2013-03-07,1112.0
2013-03-06,1090.0
2013-03-05,1080.0
2013-03-04,1058.0
2013-03-01,1036.0
2013-02-28,990.0
2013-02-27,961.0
2013-02-26,939.0
2013-02-25,922.0
2013-02-22,909.0
2013-02-21,892.0
2013-02-20,875.0
2013-02-19,859.0
2013-02-18,845.0
2013-02-15,832.0
2013-02-14,808.0
2013-02-13,782.0
2013-02-12,749.0
2013-02-11,737.0
2013-02-08,723.0
2013-02-07,695.0
2013-02-06,657.0
2013-02-05,651.0
2013-02-04,653.0
2013-02-01,664.0
2013-01-31,677.0
2013-01-30,690.0
2013-01-29,703.0
2013-01-28,713.0
2013-01-25,715.0
2013-01-24,723.0
2013-01-23,727.0
2013-01-22,729.0
2013-01-21,736.0
2013-01-18,740.0
2013-01-17,743.0
2013-01-16,754.0
2013-01-15,768.0
2013-01-14,774.0
2013-01-11,772.0
2013-01-10,754.0
2013-01-09,717.0
2013-01-08,682.0
2013-01-07,670.0
2013-01-04,670.0
2013-01-03,675.0
2013-01-02,685.0
2012-12-24,699.0
2012-12-21,710.0
2012-12-20,734.0
2012-12-19,765.0
2012-12-18,793.0
2012-12-17,815.0
2012-12-14,839.0
2012-12-13,871.0
2012-12-12,894.0
2012-12-11,914.0
2012-12-10,928.0
2012-12-07,936.0
2012-12-06,940.0
2012-12-05,949.0
2012-12-04,962.0
2012-12-03,973.0
2012-11-30,980.0
2012-11-29,994.0
2012-11-28,1009.0
2012-11-27,1023.0
2012-11-26,1021.0
2012-11-23,1013.0
2012-11-22,991.0
2012-11-21,963.0
2012-11-20,933.0
2012-11-19,902.0
2012-11-16,886.0
2012-11-15,846.0
2012-11-14,774.0
2012-11-13,732.0
2012-11-12,720.0
2012-11-09,722.0
2012-11-08,726.0
2012-11-07,737.0
2012-11-06,747.0
2012-11-05,757.0
2012-11-02,766.0
2012-11-01,770.0
2012-10-31,782.0
2012-10-30,792.0
2012-10-29,799.0
2012-10-26,804.0
2012-10-25,811.0
2012-10-24,825.0
2012-10-23,843.0
2012-10-22,867.0
2012-10-19,879.0
2012-10-18,895.0
2012-10-17,904.0
2012-10-16,904.0
2012-10-15,885.0
2012-10-12,871.0
2012-10-11,843.0
2012-10-10,784.0
2012-10-09,712.0
2012-10-08,647.0
2012-10-05,598.0
2012-10-04,544.0
2012-10-03,496.0
2012-10-02,463.0
2012-10-01,439.0
2012-09-28,425.0
2012-09-27,418.0
2012-09-26,426.0
2012-09-25,441.0
2012-09-24,461.0
2012-09-21,467.0
2012-09-20,468.0
2012-09-19,468.0
2012-09-18,474.0
2012-09-17,483.0
2012-09-14,502.0
2012-09-13,527.0
2012-09-12,545.0
2012-09-11,566.0
2012-09-10,582.0
2012-09-07,599.0
2012-09-06,617.0
2012-09-05,647.0
2012-09-04,686.0
2012-09-03,714.0
2012-08-31,735.0
2012-08-30,758.0
2012-08-29,788.0
2012-08-28,812.0
2012-08-24,828.0
2012-08-23,840.0
2012-08-22,843.0
2012-08-21,833.0
2012-08-20,819.0
2012-08-17,806.0
2012-08-16,801.0
2012-08-15,801.0
2012-08-14,803.0
2012-08-13,804.0
2012-08-10,814.0
2012-08-09,823.0
2012-08-08,840.0
2012-08-07,868.0
2012-08-06,890.0
2012-08-03,910.0
2012-08-02,931.0
2012-08-01,954.0
2012-07-31,982.0
2012-07-30,1010.0
2012-07-27,1031.0
2012-07-26,1058.0
2012-07-25,1088.0
2012-07-24,1109.0
2012-07-23,1134.0
2012-07-20,1156.0
2012-07-19,1183.0
2012-07-17,1214.0
2012-07-16,1209.0
2012-07-13,1202.0
2012-07-12,1187.0
2012-07-11,1175.0
2012-07-10,1160.0
2012-07-09,1145.0
2012-07-06,1129.0
2012-07-05,1090.0
2012-07-04,1051.0
2012-07-03,1019.0
2012-07-02,993.0
2012-06-29,984.0
2012-06-27,981.0
2012-06-26,1003.0
2012-06-25,1026.0
2012-06-22,1048.0
2012-06-21,1073.0
2012-06-20,1093.0
2012-06-19,1089.0
2012-06-18,1081.0
2012-06-15,1065.0
2012-06-14,1046.0
2012-06-13,1004.0
2012-06-12,975.0
2012-06-11,944.0
2012-06-08,914.0
2012-06-07,882.0
2012-06-06,877.0
2012-06-01,897.0
2012-05-31,923.0
2012-05-30,969.0
2012-05-29,1008.0
2012-05-28,1049.0
2012-05-25,1083.0
2012-05-24,1130.0
2012-05-23,1186.0
2012-05-22,1237.0
2012-05-21,1269.0
2012-05-18,1274.0
2012-05-17,1258.0
2012-05-16,1266.0
2012-05-15,1283.0
2012-05-14,1299.0
2012-05-11,1322.0
2012-05-10,1350.0
2012-05-09,1390.0
2012-05-08,1441.0
2012-05-04,1527.0
2012-05-03,1635.0
2012-05-02,1693.0
2012-05-01,1713.0
2012-04-30,1725.0
2012-04-27,1738.0
2012-04-26,1727.0
2012-04-25,1692.0
2012-04-24,1628.0
2012-04-23,1552.0
2012-04-20,1487.0
2012-04-19,1354.0
2012-04-18,1291.0
2012-04-17,1232.0
2012-04-16,1189.0
2012-04-13,1158.0
2012-04-11,1072.0
2012-04-10,1040.0
2012-04-05,1036.0
2012-04-04,1043.0
2012-04-03,1049.0
2012-04-02,1051.0
2012-03-30,1051.0
2012-03-29,1044.0
2012-03-28,1040.0
2012-03-27,1035.0
2012-03-26,1036.0
2012-03-23,1036.0
2012-03-22,1026.0
2012-03-21,1015.0
2012-03-20,1004.0
2012-03-19,990.0
2012-03-16,971.0
2012-03-15,957.0
2012-03-14,941.0
2012-03-13,929.0
2012-03-12,912.0
2012-03-09,889.0
2012-03-08,873.0
2012-03-07,858.0
2012-03-06,852.0
2012-03-05,854.0
2012-03-02,844.0
2012-03-01,839.0
2012-02-29,832.0
2012-02-28,833.0
2012-02-24,836.0
2012-02-23,849.0
2012-02-22,871.0
2012-02-21,900.0
2012-02-20,931.0
2012-02-17,949.0
2012-02-16,974.0
2012-02-15,1005.0
2012-02-14,1018.0
2012-02-13,1008.0
2012-02-10,967.0
2012-02-09,896.0
2012-02-08,828.0
2012-02-07,770.0
2012-02-06,726.0
2012-02-03,693.0
2012-02-02,681.0
2012-02-01,694.0
2012-01-31,724.0
2012-01-30,765.0
2012-01-27,815.0
2012-01-26,863.0
2012-01-25,909.0
2012-01-24,946.0
2012-01-23,982.0
2012-01-20,1020.0
2012-01-19,1058.0
2012-01-18,1105.0
2012-01-17,1161.0
2012-01-16,1206.0
2012-01-13,1264.0
2012-01-12,1338.0
2012-01-11,1393.0
2012-01-10,1455.0
2012-01-09,1506.0
2012-01-06,1537.0
2012-01-05,1571.0
2012-01-04,1599.0
2012-01-03,1619.0
2011-12-23,1645.0
2011-12-22,1676.0
2011-12-21,1720.0
2011-12-20,1758.0
2011-12-19,1775.0
2011-12-16,1775.0
2011-12-15,1772.0
2011-12-14,1765.0
2011-12-13,1751.0
2011-12-12,1733.0
2011-12-09,1713.0
2011-12-08,1687.0
2011-12-07,1687.0
2011-12-06,1690.0
2011-12-05,1693.0
2011-12-02,1701.0
2011-12-01,1710.0
2011-11-30,1727.0
2011-11-29,1750.0
2011-11-28,1770.0
2011-11-25,1794.0
2011-11-24,1822.0
2011-11-23,1841.0
2011-11-22,1848.0
2011-11-21,1840.0
2011-11-18,1831.0
2011-11-17,1806.0
2011-11-16,1784.0
2011-11-15,1769.0
2011-11-14,1763.0
2011-11-11,1761.0
2011-11-10,1761.0
2011-11-09,1770.0
2011-11-08,1787.0
2011-11-07,1811.0
2011-11-04,1836.0
2011-11-03,1866.0
2011-11-02,1889.0
2011-11-01,1912.0
2011-10-31,1931.0
2011-10-28,1939.0
2011-10-27,1945.0
2011-10-26,1961.0
2011-10-25,1976.0
2011-10-24,1999.0
2011-10-21,2026.0
2011-10-20,2058.0
2011-10-19,2086.0
2011-10-18,2099.0
2011-10-17,2095.0
2011-10-14,2084.0
2011-10-13,2062.0
2011-10-12,2026.0
2011-10-11,1982.0
2011-10-10,1942.0
2011-10-07,1913.0
2011-10-06,1869.0
2011-10-05,1819.0
2011-10-04,1771.0
2011-10-03,1742.0
2011-09-30,1726.0
2011-09-29,1705.0
2011-09-28,1681.0
2011-09-27,1664.0
2011-09-26,1652.0
2011-09-23,1641.0
2011-09-22,1642.0
2011-09-21,1665.0
2011-09-20,1705.0
2011-09-19,1734.0
2011-09-16,1746.0
2011-09-15,1748.0
2011-09-14,1735.0
2011-09-13,1711.0
2011-09-12,1695.0
2011-09-09,1685.0
2011-09-08,1670.0
2011-09-07,1657.0
2011-09-06,1645.0
2011-09-05,1634.0
2011-09-02,1630.0
2011-09-01,1624.0
2011-08-31,1628.0
2011-08-30,1636.0
2011-08-26,1651.0
2011-08-25,1662.0
2011-08-24,1659.0
2011-08-23,1644.0
2011-08-22,1627.0
2011-08-19,1609.0
2011-08-18,1597.0
2011-08-17,1585.0
2011-08-16,1568.0
2011-08-15,1541.0
2011-08-12,1520.0
2011-08-11,1501.0
2011-08-10,1481.0
2011-08-09,1474.0
2011-08-08,1476.0
2011-08-05,1478.0
2011-08-04,1475.0
2011-08-03,1481.0
2011-08-02,1490.0
2011-08-01,1502.0
2011-07-29,1511.0
2011-07-28,1524.0
2011-07-27,1532.0
2011-07-26,1538.0
2011-07-25,1540.0
2011-07-22,1535.0
2011-07-21,1534.0
2011-07-20,1536.0
2011-07-19,1541.0
2011-07-18,1555.0
2011-07-15,1578.0
2011-07-14,1606.0
2011-07-13,1641.0
2011-07-12,1677.0
2011-07-11,1692.0
2011-07-08,1684.0
2011-07-07,1663.0
2011-07-06,1626.0
2011-07-05,1594.0
2011-07-04,1582.0
2011-07-01,1590.0
2011-06-30,1604.0
2011-06-29,1633.0
2011-06-28,1672.0
2011-06-27,1727.0
2011-06-24,1764.0
2011-06-23,1796.0
2011-06-22,1820.0
2011-06-21,1850.0
2011-06-20,1883.0
2011-06-17,1914.0
2011-06-16,1952.0
2011-06-15,1978.0
2011-06-14,1975.0
2011-06-13,1950.0
2011-06-10,1927.0
2011-06-09,1903.0
2011-06-08,1858.0
2011-06-07,1812.0
2011-06-06,1792.0
2011-06-03,1791.0
2011-06-02,1795.0
2011-06-01,1809.0
2011-05-31,1830.0
2011-05-27,1865.0
2011-05-26,1868.0
2011-05-25,1832.0
2011-05-24,1755.0
2011-05-23,1711.0
2011-05-20,1666.0
2011-05-19,1615.0
2011-05-18,1597.0
2011-05-17,1622.0
2011-05-16,1675.0
2011-05-13,1720.0
2011-05-12,1770.0
2011-05-11,1814.0
2011-05-10,1824.0
2011-05-09,1801.0
2011-05-06,1769.0
2011-05-05,1723.0
2011-05-04,1644.0
2011-05-03,1558.0
2011-04-28,1450.0
2011-04-27,1392.0
2011-04-26,1364.0
2011-04-21,1377.0
2011-04-20,1415.0
2011-04-19,1456.0
2011-04-18,1490.0
2011-04-15,1514.0
2011-04-14,1548.0
2011-04-13,1586.0
2011-04-12,1629.0
2011-04-11,1664.0
2011-04-08,1696.0
2011-04-07,1737.0
2011-04-06,1788.0
2011-04-05,1839.0
2011-04-04,1889.0
2011-04-01,1925.0
2011-03-31,1968.0
2011-03-30,2014.0
2011-03-28,2082.0
2011-03-25,2078.0
2011-03-24,2077.0
2011-03-23,2080.0
2011-03-22,2079.0
2011-03-21,2085.0
2011-03-18,2094.0
2011-03-17,2110.0
2011-03-16,2114.0
2011-03-15,2116.0
2011-03-14,2126.0
2011-03-11,2132.0
2011-03-10,2120.0
2011-03-09,2095.0
2011-03-08,2048.0
2011-03-07,2015.0
2011-03-04,1983.0
2011-03-03,1929.0
2011-03-02,1858.0
2011-03-01,1829.0
2011-02-28,1820.0
2011-02-25,1812.0
2011-02-24,1813.0
2011-02-23,1845.0
2011-02-22,1919.0
2011-02-18,2004.0
2011-02-17,1997.0
2011-02-16,1930.0
2011-02-15,1803.0
2011-02-14,1688.0
2011-02-11,1620.0
2011-02-10,1567.0
2011-02-09,1519.0
2011-02-08,1464.0
2011-02-07,1395.0
2011-02-04,1348.0
2011-02-03,1311.0
2011-02-02,1296.0
2011-02-01,1299.0
2011-01-31,1310.0
2011-01-28,1337.0
2011-01-27,1381.0
2011-01-26,1427.0
2011-01-25,1512.0
2011-01-24,1593.0
2011-01-21,1650.0
2011-01-20,1710.0
2011-01-19,1776.0
2011-01-18,1840.0
2011-01-14,1923.0
2011-01-13,1949.0
2011-01-12,1970.0
2011-01-11,1975.0
2011-01-10,1964.0
2011-01-07,1936.0
2011-01-06,1882.0
2011-01-05,1824.0
2011-01-04,1798.0
2010-12-24,1845.0
2010-12-22,1873.0
2010-12-21,1892.0
2010-12-20,1956.0
2010-12-17,2037.0
2010-12-16,2147.0
2010-12-15,2234.0
2010-12-14,2289.0
2010-12-13,2323.0
2010-12-10,2357.0
2010-12-09,2376.0
2010-12-08,2386.0
2010-12-07,2384.0
2010-12-06,2384.0
2010-12-03,2382.0
2010-12-02,2385.0
2010-12-01,2380.0
2010-11-30,2377.0
2010-11-29,2356.0
2010-11-26,2330.0
2010-11-25,2290.0
2010-11-24,2194.0
2010-11-23,2112.0
2010-11-22,2061.0
2010-11-18,2063.0
2010-11-17,2122.0
2010-11-16,2216.0
2010-11-15,2294.0
2010-11-12,2365.0
2010-11-11,2432.0
2010-11-10,2437.0
2010-11-09,2361.0
2010-11-08,2322.0
2010-11-05,2304.0
2010-11-04,2287.0
2010-11-03,2288.0
2010-11-02,2313.0
2010-11-01,2371.0
2010-10-29,2410.0
2010-10-28,2465.0
2010-10-27,2461.0
2010-10-26,2393.0
2010-10-25,2293.0
2010-10-22,2219.0
2010-10-21,2179.0
2010-10-20,2172.0
2010-10-19,2186.0
2010-10-18,2216.0
2010-10-15,2254.0
2010-10-14,2302.0
2010-10-13,2359.0
2010-10-12,2397.0
2010-10-11,2413.0
2010-10-08,2403.0
2010-10-07,2372.0
2010-10-06,2359.0
2010-10-05,2362.0
2010-10-04,2376.0
2010-10-01,2412.0
2010-09-30,2462.0
2010-09-29,2524.0
2010-09-28,2607.0
2010-09-27,2673.0
2010-09-24,2719.0
2010-09-23,2763.0
2010-09-22,2825.0
2010-09-21,2881.0
2010-09-20,2902.0
2010-09-17,2928.0
2010-09-16,2985.0
2010-09-15,3151.0
2010-09-14,3293.0
2010-09-13,3362.0
2010-09-10,3394.0
2010-09-09,3396.0
2010-09-08,3359.0
2010-09-07,3307.0
2010-09-03,3121.0
2010-09-02,3032.0
2010-09-01,2955.0
2010-08-31,2950.0
2010-08-27,2978.0
2010-08-26,3025.0
2010-08-25,3087.0
2010-08-24,3128.0
2010-08-23,3122.0
2010-08-20,3089.0
2010-08-19,3031.0
2010-08-18,2969.0
2010-08-17,2920.0
2010-08-16,2883.0
2010-08-13,2864.0
2010-08-12,2829.0
2010-08-11,2749.0
2010-08-10,2666.0
2010-08-09,2607.0
2010-08-06,2581.0
2010-08-05,2567.0
2010-08-04,2607.0
2010-08-03,2665.0
2010-08-02,2677.0
2010-07-30,2632.0
2010-07-29,2582.0
2010-07-28,2506.0
2010-07-27,2447.0
2010-07-26,2403.0
2010-07-23,2362.0
2010-07-22,2287.0
2010-07-21,2207.0
2010-07-20,2158.0
2010-07-19,2122.0
2010-07-16,2092.0
2010-07-15,2029.0
2010-07-14,1980.0
2010-07-13,1946.0
2010-07-12,1941.0
2010-07-09,1944.0
2010-07-08,1985.0
2010-07-07,2081.0
2010-07-06,2191.0
2010-07-05,2350.0
2010-07-02,2447.0
2010-07-01,2627.0
2010-06-30,2748.0
2010-06-29,2875.0
2010-06-28,2977.0
2010-06-25,3045.0
2010-06-24,3070.0
2010-06-23,3062.0
2010-06-22,3017.0
2010-06-21,2968.0
2010-06-18,2980.0
2010-06-17,3018.0
2010-06-16,3115.0
2010-06-15,3211.0
2010-06-14,3283.0
2010-06-11,3361.0
2010-06-10,3552.0
2010-06-09,3723.0
2010-06-08,3789.0
2010-06-07,3836.0
2010-06-04,3878.0
2010-06-03,3931.0
2010-06-02,3995.0
2010-06-01,4081.0
2010-05-28,4247.0
2010-05-27,4360.0
2010-05-26,4450.0
2010-05-25,4492.0
2010-05-24,4537.0
2010-05-21,4576.0
2010-05-20,4622.0
2010-05-19,4596.0
2010-05-18,4504.0
2010-05-17,4417.0
2010-05-14,4340.0
2010-05-13,4273.0
2010-05-12,4196.0
2010-05-11,4146.0
2010-05-10,4096.0
2010-05-07,4062.0
2010-05-06,4018.0
2010-05-05,3951.0
2010-05-04,3910.0
2010-04-30,3900.0
2010-04-29,3891.0
2010-04-28,3853.0
2010-04-27,3748.0
2010-04-26,3712.0
2010-04-23,3757.0
2010-04-22,3810.0
2010-04-21,3883.0
2010-04-20,3956.0
2010-04-19,4019.0
2010-04-16,4034.0
2010-04-15,4036.0
2010-04-14,4021.0
2010-04-13,3997.0
2010-04-12,3977.0
2010-04-09,3952.0
2010-04-08,3901.0
2010-04-07,3812.0
2010-04-06,3736.0
2010-04-01,3708.0
2010-03-31,3674.0
2010-03-30,3688.0
2010-03-29,3806.0
2010-03-26,3965.0
2010-03-25,4123.0
2010-03-24,4267.0
2010-03-23,4328.0
2010-03-22,4356.0
2010-03-19,4344.0
2010-03-18,4337.0
2010-03-17,4298.0
2010-03-16,4256.0
2010-03-15,4223.0
2010-03-12,4177.0
2010-03-11,4090.0
2010-03-10,4013.0
2010-03-09,4044.0
2010-03-08,4043.0
2010-03-05,4003.0
2010-03-04,3887.0
2010-03-03,3669.0
2010-03-02,3510.0
2010-03-01,3448.0
2010-02-26,3399.0
2010-02-25,3325.0
2010-02-24,3272.0
2010-02-23,3242.0
2010-02-22,3218.0
2010-02-19,3179.0
2010-02-18,3138.0
2010-02-17,3080.0
2010-02-16,3021.0
2010-02-15,3011.0
2010-02-12,3028.0
2010-02-11,3045.0
2010-02-10,3087.0
2010-02-09,3128.0
2010-02-08,3142.0
2010-02-05,3141.0
2010-02-04,3109.0
2010-02-03,3100.0
2010-02-02,3144.0
2010-02-01,3298.0
2010-01-29,3420.0
2010-01-28,3523.0
2010-01-27,3630.0
2010-01-26,3695.0
2010-01-25,3708.0
2010-01-22,3661.0
2010-01-21,3607.0
2010-01-20,3589.0
2010-01-19,3622.0
2010-01-18,3678.0
2010-01-15,3745.0
2010-01-14,3847.0
2010-01-13,4001.0
2010-01-12,4156.0
2010-01-11,4224.0
2010-01-08,4218.0
2010-01-07,4188.0
2010-01-06,4122.0
2010-01-05,4003.0
2010-01-04,3823.0
2009-12-24,3567.0
2009-12-23,3544.0
2009-12-22,3498.0
2009-12-21,3460.0
2009-12-18,3448.0
2009-12-17,3436.0
2009-12-16,3444.0
2009-12-15,3505.0
2009-12-14,3574.0
2009-12-11,3673.0
2009-12-10,3795.0
2009-12-09,3900.0
2009-12-08,3989.0
2009-12-07,3981.0
2009-12-04,3928.0
2009-12-03,3830.0
2009-12-02,3677.0
2009-12-01,3635.0
2009-11-30,3757.0
2009-11-27,3868.0
2009-11-26,4036.0
2009-11-25,4181.0
2009-11-24,4303.0
2009-11-23,4376.0
2009-11-20,4424.0
2009-11-19,4453.0
2009-11-18,4339.0
2009-11-17,4182.0
2009-11-16,4091.0
2009-11-13,3978.0
2009-11-12,3877.0
2009-11-11,3787.0
2009-11-10,3684.0
2009-11-09,3612.0
2009-11-06,3556.0
2009-11-05,3480.0
2009-11-04,3398.0
2009-11-03,3279.0
2009-11-02,3210.0
2009-10-30,3150.0
2009-10-29,3101.0
2009-10-28,3107.0
2009-10-27,3109.0
2009-10-26,3100.0
2009-10-23,3048.0
2009-10-22,2950.0
2009-10-21,2843.0
2009-10-20,2789.0
2009-10-19,2744.0
2009-10-16,2734.0
2009-10-15,2726.0
2009-10-14,2733.0
2009-10-13,2757.0
2009-10-12,2745.0
2009-10-09,2705.0
2009-10-08,2633.0
2009-10-07,2505.0
2009-10-06,2411.0
2009-10-05,2382.0
2009-10-02,2361.0
2009-10-01,2314.0
2009-09-30,2276.0
2009-09-29,2275.0
2009-09-28,2303.0
2009-09-25,2317.0
2009-09-24,2357.0
2009-09-23,2436.0
2009-09-22,2534.0
2009-09-21,2568.0
2009-09-18,2572.0
2009-09-17,2555.0
2009-09-16,2521.0
2009-09-15,2492.0
2009-09-14,2520.0
2009-09-11,2550.0
2009-09-09,2649.0
2009-09-08,2611.0
2009-09-07,2549.0
2009-09-04,2486.0
2009-09-03,2385.0
2009-09-02,2302.0
2009-09-01,2230.0
2009-08-28,2157.0
2009-08-27,2093.0
2009-08-26,2085.0
2009-08-25,2127.0
2009-08-24,2195.0
2009-08-21,2244.0
2009-08-20,2290.0
2009-08-19,2349.0
2009-08-18,2405.0
2009-08-17,2415.0
2009-08-14,2391.0
2009-08-13,2340.0
2009-08-12,2325.0
2009-08-11,2378.0
2009-08-10,2489.0
2009-08-07,2599.0
2009-08-06,2754.0
2009-08-05,2919.0
2009-08-04,3030.0
2009-08-03,3114.0
2009-07-31,3183.0
2009-07-30,3282.0
2009-07-29,3362.0
2009-07-28,3447.0
2009-07-27,3509.0
2009-07-24,3524.0
2009-07-23,3495.0
2009-07-22,3459.0
2009-07-21,3412.0
2009-07-20,3366.0
2009-07-17,3324.0
2009-07-16,3255.0
2009-07-15,3141.0
2009-07-14,3020.0
2009-07-13,2955.0
2009-07-10,2952.0
2009-07-09,2914.0
2009-07-08,2897.0
2009-07-07,2917.0
2009-07-06,2969.0
2009-07-03,3027.0
2009-07-02,3059.0
2009-07-01,2984.0
2009-06-30,2904.0
2009-06-29,2837.0
2009-06-26,2817.0
2009-06-25,2868.0
2009-06-24,2939.0
2009-06-23,3021.0
2009-06-22,3068.0
2009-06-19,3125.0
2009-06-18,3162.0
2009-06-17,3176.0
2009-06-16,3108.0
2009-06-15,2881.0
2009-06-12,2754.0
2009-06-11,2643.0
2009-06-10,2615.0
2009-06-09,2772.0
2009-06-08,3027.0
2009-06-05,3252.0
2009-06-04,3431.0
2009-06-03,3505.0
2009-06-02,3330.0
2009-06-01,3093.0
2009-05-29,2900.0
2009-05-28,2764.0
2009-05-27,2612.0
2009-05-26,2369.0
2009-05-22,2293.0
2009-05-21,2373.0
2009-05-20,2462.0
2009-05-19,2530.0
2009-05-18,2516.0
2009-05-15,2474.0
2009-05-14,2362.0
2009-05-13,2226.0
2009-05-12,2158.0
2009-05-11,2147.0
2009-05-08,2144.0
2009-05-07,2084.0
2009-05-06,1895.0
2009-05-05,1702.0
2009-05-01,1556.0
2009-04-30,1523.0
2009-04-29,1469.0
2009-04-28,1497.0
2009-04-27,1575.0
2009-04-24,1662.0
2009-04-23,1743.0
2009-04-22,1746.0
2009-04-21,1666.0
2009-04-20,1612.0
2009-04-17,1555.0
2009-04-16,1413.0
2009-04-15,1281.0
2009-04-14,1185.0
2009-04-09,1144.0
2009-04-08,1114.0
2009-04-07,1107.0
2009-04-06,1143.0
2009-04-03,1186.0
2009-04-02,1233.0
2009-04-01,1293.0
2009-03-31,1374.0
2009-03-30,1434.0
2009-03-27,1492.0
2009-03-26,1531.0
2009-03-25,1544.0
2009-03-24,1526.0
2009-03-23,1489.0
2009-03-20,1475.0
2009-03-19,1508.0
2009-03-18,1660.0
2009-03-17,1899.0
2009-03-16,2045.0
